nb_ville,type_modification_temperature,type_mutation,temperature_initiale,temperature_finale,alpha,amplitude,max_repetition,temperature_fin_exec,cout,temps_execution
8,1,1,2199,0.01,0.95,0,2497,0.01,17.89,0.158
8,1,2,3092,0.011,0.89,2,1175,0.011,17.89,0.05
8,1,1,3431,0.01,0.977,2,318,0.01,17.89,0.148
8,1,2,2956,0.017,0.983,0,1615,0.017,17.89,0.427
8,1,3,3061,0.012,0.911,2,1058,0.012,17.89,0.074
8,1,1,3446,0.018,0.888,1,1881,0.017,17.89,0.09
8,1,3,2032,0.016,0.85,1,242,0.014,17.89,0.029
8,1,2,2135,0.015,0.909,1,1127,0.014,17.89,0.052
8,1,3,4200,0.012,0.906,1,1681,0.011,17.89,0.101
8,1,2,4324,0.011,0.956,2,289,0.011,17.89,0.077
8,1,1,2392,0.012,0.918,1,1767,0.012,17.89,0.096
8,1,2,1670,0.018,0.991,2,869,0.018,17.89,0.508
8,1,1,3927,0.011,0.861,2,295,0.01,17.89,0.034
8,1,1,4786,0.014,0.886,1,2275,0.013,17.89,0.093
8,1,1,3845,0.012,0.89,0,590,0.012,17.89,0.062
8,1,3,1028,0.016,0.969,2,220,0.016,17.89,0.114
8,1,1,2712,0.017,0.855,2,683,0.016,17.89,0.039
8,1,2,1038,0.014,0.965,1,265,0.014,17.89,0.085
8,1,3,3749,0.016,0.868,1,2018,0.015,17.89,0.091
8,1,3,1854,0.015,0.915,2,129,0.015,17.89,0.043
8,1,3,1336,0.018,0.966,1,1678,0.018,17.89,0.275
8,1,2,4807,0.012,0.871,0,1410,0.011,17.89,0.081
8,1,1,2376,0.014,0.942,2,1675,0.014,17.89,0.185
8,1,2,1897,0.02,0.969,2,1765,0.02,17.89,0.27
8,1,2,2521,0.015,0.851,0,2088,0.014,17.89,0.066
8,1,1,2023,0.013,0.953,1,2427,0.013,17.89,0.281
8,1,1,3525,0.016,0.865,1,1117,0.016,17.89,0.046
8,1,1,3440,0.018,0.863,0,284,0.017,17.89,0.041
8,1,1,3069,0.016,0.932,0,1649,0.016,17.89,0.098
8,1,1,4927,0.018,0.968,0,2166,0.018,17.89,0.219
8,1,1,4729,0.012,0.959,0,2427,0.012,17.89,0.216
8,1,1,1535,0.013,0.939,1,1444,0.013,17.89,0.107
8,1,2,4680,0.017,0.902,2,1541,0.016,17.89,0.081
8,1,3,3040,0.017,0.934,2,595,0.016,17.89,0.072
8,1,1,4643,0.017,0.948,0,1311,0.016,17.89,0.12
8,1,2,2162,0.016,0.896,1,2111,0.015,17.89,0.092
8,1,2,4968,0.014,0.921,1,2326,0.013,17.89,0.114
8,1,3,1475,0.018,0.938,1,2356,0.018,17.89,0.131
8,1,2,1160,0.02,0.946,2,1818,0.02,17.89,0.155
8,1,1,2804,0.014,0.988,2,780,0.014,17.89,0.292
8,1,3,4052,0.014,0.864,1,246,0.012,17.89,0.03
8,1,1,3873,0.018,0.893,1,966,0.017,17.89,0.052
8,1,2,3098,0.016,0.976,0,397,0.016,17.89,0.105
8,1,2,2910,0.015,0.904,1,2491,0.014,17.89,0.119
8,1,1,1583,0.013,0.944,0,1263,0.012,17.89,0.094
8,1,3,931,0.02,0.863,2,1428,0.02,17.89,0.068
8,1,2,3998,0.012,0.993,0,2183,0.012,17.89,1.314
8,1,3,3447,0.015,0.942,2,2142,0.015,17.89,0.173
8,1,3,2867,0.012,0.968,2,1655,0.012,17.89,0.295
8,1,3,2601,0.017,0.936,1,1156,0.016,17.89,0.091
8,1,1,4538,0.014,0.878,2,338,0.013,17.89,0.034
8,1,2,4174,0.019,0.898,1,536,0.018,17.89,0.045
8,1,2,3286,0.017,0.891,1,234,0.016,17.89,0.036
8,1,1,1588,0.019,0.856,1,1983,0.019,17.89,0.058
8,1,3,2791,0.012,0.964,0,1682,0.012,17.89,0.196
8,1,1,2613,0.014,0.985,1,910,0.014,17.89,0.289
8,1,1,2092,0.017,0.921,2,705,0.016,17.89,0.053
8,1,3,4456,0.019,0.853,1,1416,0.018,17.89,0.053
8,1,3,1285,0.016,0.959,2,1930,0.016,17.89,0.226
8,1,2,2619,0.016,0.865,2,1488,0.016,17.89,0.08
8,1,1,961,0.018,0.878,1,2297,0.017,17.89,0.063
8,1,1,991,0.011,0.893,0,1329,0.011,17.89,0.086
8,1,3,2984,0.018,0.998,0,1324,0.018,17.89,2.993
8,1,3,2514,0.018,0.916,2,1508,0.017,17.89,0.119
8,1,1,3710,0.017,0.971,1,674,0.017,17.89,0.13
8,1,1,1665,0.015,0.928,1,896,0.014,17.89,0.092
8,1,2,2757,0.011,0.88,1,1277,0.01,17.89,0.068
8,1,3,3792,0.012,0.925,1,1950,0.011,17.89,0.164
8,1,3,3070,0.012,0.922,1,1908,0.011,17.89,0.148
8,1,2,3963,0.015,0.959,2,715,0.015,17.89,0.137
8,1,2,2483,0.018,0.945,0,1912,0.017,17.89,0.124
8,1,2,1336,0.015,0.969,2,2102,0.015,17.89,0.282
8,1,1,3021,0.014,0.893,2,2152,0.013,17.89,0.081
8,1,2,1346,0.014,0.998,1,1793,0.014,17.89,3.504
8,1,3,2557,0.014,0.995,1,1638,0.014,17.89,1.636
8,1,1,3875,0.014,0.901,0,1399,0.013,17.89,0.054
8,1,1,1192,0.017,0.865,0,722,0.017,17.89,0.044
8,1,2,1189,0.019,0.991,0,327,0.019,17.89,0.286
8,1,3,2360,0.017,0.961,2,222,0.017,17.89,0.093
8,1,2,2349,0.01,0.922,0,2117,0.009,17.89,0.153
8,1,1,1541,0.016,0.86,1,1713,0.014,17.89,0.091
8,1,2,1175,0.011,0.888,2,760,0.01,17.89,0.074
8,1,1,3533,0.019,0.984,0,1256,0.019,17.89,0.407
8,1,2,4012,0.016,0.926,0,783,0.016,17.89,0.084
8,1,3,4096,0.014,0.864,2,1837,0.012,17.89,0.085
8,1,2,929,0.017,0.922,2,1735,0.016,17.89,0.143
8,1,1,4729,0.012,0.905,2,548,0.011,17.89,0.046
8,1,1,2718,0.02,0.98,1,299,0.02,17.89,0.195
8,1,1,950,0.011,0.919,2,1862,0.011,17.89,0.089
8,1,3,4848,0.014,0.87,1,1578,0.013,17.89,0.094
8,1,3,2347,0.017,0.911,0,1335,0.017,17.89,0.087
8,1,2,4243,0.018,0.939,0,1117,0.017,17.89,0.093
8,1,3,4392,0.019,0.958,2,1254,0.019,17.89,0.188
8,1,2,2708,0.017,0.997,1,1745,0.017,17.89,2.409
8,1,3,3452,0.017,0.877,0,188,0.015,17.89,0.051
8,1,1,1165,0.02,0.918,1,2121,0.019,17.89,0.13
8,1,3,3977,0.014,0.891,0,1319,0.014,17.89,0.077
8,1,2,3676,0.01,0.887,2,2161,0.01,17.89,0.138
8,1,1,4465,0.017,0.954,0,315,0.017,17.89,0.077
8,1,2,1331,0.012,0.897,0,2279,0.012,17.89,0.094
8,1,2,3391,0.019,0.979,2,1747,0.019,17.89,0.416
8,1,2,4133,0.019,0.948,0,413,0.018,17.89,0.07
8,1,2,3036,0.02,0.914,1,2281,0.019,17.89,0.134
8,1,3,2151,0.013,0.91,0,821,0.012,17.89,0.068
8,1,3,4565,0.019,0.882,0,1906,0.018,17.89,0.089
8,1,2,3402,0.018,0.904,1,1459,0.017,17.89,0.068
8,1,3,4727,0.018,0.893,1,1924,0.017,17.89,0.093
8,1,3,2677,0.014,0.953,1,1701,0.014,17.89,0.17
8,1,2,4322,0.012,0.91,2,1564,0.012,17.89,0.11
8,1,2,960,0.014,0.976,0,2028,0.014,17.89,0.332
8,1,2,1389,0.019,0.929,1,2489,0.018,17.89,0.13
8,1,3,2822,0.015,0.928,1,2091,0.014,17.89,0.125
8,1,3,2843,0.012,0.909,1,333,0.012,17.89,0.042
8,1,3,4211,0.016,0.904,2,2300,0.015,17.89,0.143
8,1,1,1512,0.018,0.993,2,256,0.018,17.89,0.393
8,1,1,2637,0.013,0.991,0,2159,0.013,17.89,0.959
8,1,1,4189,0.012,0.926,1,1892,0.011,17.89,0.126
8,1,1,822,0.011,0.88,2,2108,0.011,17.89,0.107
8,1,3,3162,0.017,0.852,2,526,0.016,17.89,0.072
8,1,1,2186,0.019,0.944,2,409,0.018,17.89,0.044
8,1,2,3355,0.012,0.9,1,2302,0.011,17.89,0.097
8,1,2,4379,0.018,0.952,0,1031,0.017,17.89,0.111
8,1,2,2859,0.02,0.873,1,2470,0.018,17.89,0.078
8,1,3,3928,0.012,0.855,1,2290,0.01,17.89,0.078
8,1,3,3118,0.012,0.899,1,2096,0.011,17.89,0.114
8,1,1,4018,0.019,0.937,2,2212,0.018,17.89,0.121
8,1,3,2847,0.017,0.988,1,2470,0.017,17.89,0.95
8,1,3,1199,0.016,0.949,2,647,0.016,17.89,0.089
8,1,3,1893,0.014,0.993,0,1982,0.014,17.89,1.181
8,1,1,1463,0.013,0.901,2,1392,0.012,17.89,0.088
8,1,3,3684,0.013,0.908,0,1081,0.012,17.89,0.087
8,1,1,4782,0.011,0.859,2,1145,0.01,17.89,0.049
8,1,1,4527,0.013,0.946,1,1905,0.013,17.89,0.171
8,1,1,4303,0.015,0.948,0,748,0.014,17.89,0.075
8,1,1,2539,0.018,0.9,0,756,0.017,17.89,0.06
8,1,1,1076,0.018,0.985,2,1666,0.018,17.89,0.451
8,1,2,3031,0.019,0.912,0,1178,0.017,17.89,0.063
8,1,2,4756,0.015,0.953,1,364,0.014,17.89,0.086
8,1,2,1157,0.012,0.881,2,1476,0.011,17.89,0.069
8,1,1,4119,0.011,0.957,0,1620,0.011,17.89,0.171
8,1,1,1280,0.017,0.864,2,1942,0.017,17.89,0.059
8,1,1,2484,0.01,0.949,0,1675,0.01,17.89,0.147
8,1,2,2044,0.018,0.871,1,1785,0.016,17.89,0.08
8,1,1,1291,0.012,0.991,0,1750,0.012,17.89,0.717
8,1,2,2159,0.014,0.913,1,1049,0.013,17.89,0.079
8,1,3,2958,0.018,0.973,0,465,0.018,17.89,0.153
8,1,1,4769,0.014,0.911,1,934,0.014,17.89,0.073
8,1,3,2883,0.015,0.906,1,693,0.014,17.89,0.086
8,1,2,1218,0.02,0.904,0,1710,0.018,17.89,0.086
8,1,1,3786,0.013,0.918,0,405,0.012,17.89,0.049
8,1,3,2970,0.019,0.867,0,1963,0.018,17.89,0.08
8,1,1,3287,0.018,0.861,2,2130,0.018,17.89,0.075
8,1,3,1111,0.014,0.907,2,1697,0.013,17.89,0.141
8,1,1,3086,0.014,0.974,2,1122,0.014,17.89,0.269
8,1,1,2521,0.012,0.868,1,1952,0.011,17.89,0.091
8,1,1,2351,0.012,0.939,2,1469,0.012,17.89,0.152
8,1,2,2998,0.011,0.891,1,2455,0.01,17.89,0.102
8,1,1,4470,0.016,0.968,0,2254,0.016,17.89,0.313
8,1,2,4348,0.017,0.95,2,1113,0.017,17.89,0.137
8,1,3,3688,0.013,0.903,2,2039,0.012,17.89,0.139
8,1,2,1438,0.019,0.887,0,1897,0.018,17.89,0.05
8,1,2,4365,0.019,0.941,0,131,0.019,17.89,0.05
8,1,3,1770,0.012,0.953,1,2092,0.012,17.89,0.166
8,1,1,1047,0.011,0.976,2,2360,0.011,17.89,0.398
8,1,2,4073,0.012,0.904,2,2136,0.011,17.89,0.113
8,1,1,2784,0.013,0.952,1,254,0.013,17.89,0.053
8,1,3,2966,0.012,0.965,0,863,0.012,17.89,0.146
8,1,2,3477,0.015,0.942,2,2384,0.015,17.89,0.189
8,1,3,1703,0.013,0.874,1,1034,0.012,17.89,0.055
8,1,2,2908,0.018,0.969,2,935,0.018,17.89,0.175
8,1,1,3228,0.01,0.935,2,603,0.01,17.89,0.125
8,1,3,4456,0.013,0.962,1,1011,0.013,17.89,0.223
8,1,1,2459,0.017,0.872,2,1134,0.016,17.89,0.058
8,1,2,4233,0.02,0.975,2,1401,0.02,17.89,0.312
8,1,2,2626,0.018,0.922,0,2288,0.017,17.89,0.191
8,1,3,2479,0.019,0.952,1,729,0.018,17.89,0.106
8,1,3,1890,0.014,0.919,0,400,0.014,17.89,0.049
8,1,1,3748,0.01,0.866,1,1743,0.009,17.89,0.088
8,1,3,2376,0.017,0.946,1,1005,0.016,17.89,0.124
8,1,1,922,0.016,0.934,1,1874,0.016,17.89,0.124
8,1,2,2645,0.02,0.893,2,1615,0.018,17.89,0.076
8,1,1,4327,0.013,0.922,0,2145,0.013,17.89,0.12
8,1,2,2496,0.013,0.852,1,1160,0.013,17.89,0.047
8,1,2,2798,0.013,0.906,0,1673,0.012,17.89,0.083
8,1,1,3512,0.017,0.855,1,1815,0.015,17.89,0.068
8,1,1,2643,0.012,0.921,0,437,0.012,17.89,0.038
8,1,2,4738,0.014,0.907,1,1814,0.013,17.89,0.109
8,1,1,2023,0.018,0.915,1,1821,0.018,17.89,0.098
8,1,1,3872,0.013,0.926,1,320,0.013,17.89,0.072
8,1,3,4192,0.016,0.857,1,1666,0.016,17.89,0.056
8,1,2,1547,0.015,0.958,2,2020,0.014,17.89,0.201
8,1,2,3381,0.016,0.956,0,1357,0.016,17.89,0.157
8,1,1,4718,0.018,0.976,0,1222,0.018,17.89,0.265
8,1,3,4713,0.018,0.964,0,836,0.018,17.89,0.122
8,1,1,1623,0.012,0.889,0,1086,0.011,17.89,0.079
8,1,1,4465,0.014,0.935,2,1979,0.014,17.89,0.146
8,1,3,4010,0.015,0.939,1,1797,0.015,17.89,0.162
8,1,2,2412,0.016,0.858,2,1980,0.016,17.89,0.097
8,1,3,2778,0.012,0.894,1,1439,0.011,17.89,0.066
8,1,1,1429,0.019,0.894,1,1843,0.017,17.89,0.085
8,1,1,2196,0.013,0.944,0,2392,0.013,17.89,0.187
8,1,2,3038,0.011,0.942,2,143,0.011,17.89,0.039
8,1,3,2159,0.013,0.956,1,1110,0.013,17.89,0.201
8,1,3,4380,0.011,0.852,0,165,0.01,17.89,0.03
8,1,3,1214,0.014,0.98,0,2396,0.014,17.89,0.453
8,1,2,2406,0.017,0.965,1,948,0.017,17.89,0.195
8,1,1,4992,0.012,0.884,0,149,0.012,17.89,0.04
8,1,3,1231,0.011,0.857,1,1059,0.01,17.89,0.04
8,1,2,3398,0.018,0.858,2,1595,0.016,17.89,0.092
8,1,2,4401,0.019,0.92,2,586,0.018,17.89,0.05
8,1,2,1961,0.018,0.905,0,1413,0.017,17.89,0.056
8,1,1,1097,0.012,0.897,0,2189,0.011,17.89,0.054
8,1,3,3379,0.018,0.981,2,678,0.018,17.89,0.33
8,1,2,1039,0.016,0.976,0,2316,0.016,17.89,0.359
8,1,2,2937,0.019,0.962,1,1905,0.019,17.89,0.213
8,1,3,4486,0.011,0.89,0,947,0.011,17.89,0.084
8,1,1,4166,0.02,0.913,1,759,0.019,17.89,0.054
8,1,3,2749,0.02,0.925,2,2346,0.02,17.89,0.169
8,1,2,1866,0.017,0.953,0,1006,0.016,17.89,0.121
8,1,2,3618,0.018,0.911,2,1637,0.016,17.89,0.083
8,1,2,1037,0.015,0.944,0,415,0.014,17.89,0.066
8,1,2,3819,0.015,0.985,1,1192,0.015,17.89,0.389
8,1,2,3377,0.013,0.96,2,2423,0.013,17.89,0.285
8,1,3,2576,0.019,0.859,0,1581,0.018,17.89,0.05
8,1,3,847,0.018,0.904,2,161,0.017,17.89,0.031
8,1,3,1610,0.017,0.945,2,1578,0.017,17.89,0.167
8,1,3,4142,0.013,0.909,1,1737,0.013,17.89,0.089
8,1,2,3381,0.018,0.965,1,2005,0.018,17.89,0.214
8,1,1,4259,0.017,0.941,1,360,0.016,17.89,0.088
8,1,3,4418,0.019,0.85,2,1659,0.016,17.89,0.063
8,1,3,1490,0.013,0.981,1,772,0.013,17.89,0.273
8,1,3,1743,0.016,0.913,1,1625,0.015,17.89,0.086
8,1,1,3924,0.019,0.935,0,1485,0.018,17.89,0.156
8,1,2,3653,0.019,0.966,0,1957,0.019,17.89,0.249
8,1,1,3343,0.016,0.991,1,1697,0.016,17.89,0.803
8,1,3,2973,0.011,0.914,0,538,0.01,17.89,0.049
8,1,1,3666,0.011,0.913,0,1016,0.011,17.89,0.062
8,1,1,1879,0.017,0.875,2,928,0.017,17.89,0.051
8,1,1,1939,0.02,0.88,2,2067,0.02,17.89,0.081
8,1,1,2719,0.015,0.992,0,2338,0.015,17.89,1.058
8,1,3,4324,0.019,0.85,0,2009,0.019,17.89,0.075
8,1,2,1309,0.016,0.989,0,2033,0.016,17.89,0.586
8,1,3,2875,0.015,0.915,1,1427,0.015,17.89,0.102
8,1,1,3266,0.01,0.961,2,1395,0.01,17.89,0.136
8,1,3,1161,0.02,0.882,1,1115,0.018,17.89,0.039
8,1,3,3153,0.013,0.993,0,2293,0.013,17.89,1.248
8,1,2,1815,0.017,0.957,2,2302,0.017,17.89,0.228
8,1,1,1109,0.019,0.873,0,1107,0.018,17.89,0.063
8,1,1,2906,0.011,0.911,0,1558,0.011,17.89,0.093
8,1,2,2474,0.016,0.937,0,187,0.016,17.89,0.039
8,1,3,2705,0.012,0.924,0,1971,0.012,17.89,0.117
8,1,3,2658,0.014,0.858,0,354,0.013,17.89,0.023
8,1,3,2866,0.018,0.906,1,342,0.017,17.89,0.041
8,1,1,995,0.01,0.862,2,2233,0.009,17.89,0.085
8,1,1,1737,0.013,0.906,0,2060,0.012,17.89,0.074
8,1,3,4184,0.011,0.913,0,2292,0.01,17.89,0.101
8,1,1,3164,0.011,0.886,0,103,0.011,17.89,0.029
8,1,3,2493,0.015,0.969,1,1870,0.015,17.89,0.244
8,1,1,2802,0.017,0.992,2,1429,0.017,17.89,0.781
8,1,2,4649,0.02,0.956,1,1665,0.02,17.89,0.147
8,1,2,3067,0.013,0.992,0,1683,0.013,17.89,0.754
8,1,1,3771,0.011,0.921,1,1773,0.011,17.89,0.116
8,1,2,3666,0.011,0.854,1,301,0.01,17.89,0.027
8,1,1,4223,0.011,0.867,2,387,0.01,17.89,0.047
8,1,2,4384,0.015,0.874,1,1680,0.014,17.89,0.077
8,1,1,1556,0.013,0.913,2,1698,0.012,17.89,0.117
8,1,1,4341,0.018,0.951,0,1782,0.018,17.89,0.173
8,1,2,2691,0.019,0.932,0,2062,0.018,17.89,0.152
8,1,3,3895,0.016,0.911,0,256,0.015,17.89,0.032
8,1,1,3876,0.015,0.854,0,1566,0.015,17.89,0.05
8,1,2,4932,0.017,0.975,0,153,0.017,17.89,0.112
8,1,1,3889,0.011,0.869,1,1028,0.011,17.89,0.055
8,1,2,4576,0.014,0.889,0,1064,0.014,17.89,0.061
8,1,2,4585,0.015,0.876,0,1402,0.014,17.89,0.073
8,1,1,1444,0.012,0.902,2,1202,0.011,17.89,0.079
8,1,3,1851,0.017,0.856,0,1595,0.016,17.89,0.043
8,1,3,1873,0.011,0.91,0,1875,0.011,17.89,0.098
8,1,3,1541,0.017,0.977,1,1475,0.017,17.89,0.298
8,1,2,4768,0.015,0.933,0,2012,0.015,17.89,0.116
8,1,2,2691,0.018,0.929,1,1016,0.018,17.89,0.117
8,1,3,2481,0.018,0.864,1,1286,0.018,17.89,0.065
8,1,3,1350,0.019,0.95,2,2113,0.019,17.89,0.189
8,1,1,817,0.015,0.932,1,1617,0.015,17.89,0.1
8,1,2,3609,0.013,0.942,0,2219,0.013,17.89,0.151
8,1,1,4633,0.01,0.887,0,2362,0.01,17.89,0.098
8,1,1,3102,0.015,0.859,1,1774,0.014,17.89,0.082
8,1,2,4271,0.016,0.926,0,1156,0.015,17.89,0.099
8,1,1,2589,0.019,0.886,0,1712,0.018,17.89,0.08
8,1,1,3040,0.02,0.941,0,2438,0.019,17.89,0.161
8,1,1,4947,0.016,0.914,2,605,0.015,17.89,0.063
8,1,3,1126,0.013,0.856,2,434,0.011,17.89,0.043
8,1,3,4990,0.01,0.873,1,602,0.009,17.89,0.038
8,1,3,1084,0.019,0.989,1,1634,0.019,17.89,0.656
8,1,1,4813,0.015,0.985,0,1941,0.015,17.89,0.471
8,1,2,4292,0.012,0.94,0,1589,0.012,17.89,0.125
8,1,2,2648,0.017,0.931,0,1751,0.016,17.89,0.107
8,1,3,1983,0.014,0.855,1,761,0.013,17.89,0.028
8,1,2,1721,0.014,0.93,1,1035,0.013,17.89,0.071
8,1,3,4842,0.012,0.905,2,2100,0.011,17.89,0.15
8,1,3,1457,0.019,0.887,1,2078,0.019,17.89,0.09
8,1,3,3516,0.018,0.975,1,1665,0.018,17.89,0.363
8,1,3,4037,0.02,0.943,2,1200,0.019,17.89,0.122
8,1,3,2378,0.018,0.864,0,624,0.017,17.89,0.057
8,1,2,4631,0.02,0.875,0,1610,0.019,17.89,0.06
8,1,3,2010,0.011,0.959,2,2022,0.011,17.89,0.275
8,1,3,3599,0.016,0.976,2,545,0.016,17.89,0.214
8,1,2,1650,0.013,0.891,2,140,0.013,17.89,0.024
8,1,3,1322,0.014,0.985,2,779,0.014,17.89,0.346
8,1,3,2957,0.018,0.889,2,736,0.016,17.89,0.077
8,1,2,2659,0.018,0.896,1,2322,0.017,17.89,0.096
8,1,3,3139,0.012,0.866,2,908,0.012,17.89,0.062
8,1,3,3438,0.016,0.909,1,2101,0.016,17.89,0.098
8,1,2,4831,0.018,0.918,1,553,0.017,17.89,0.056
8,1,2,1617,0.014,0.907,1,2491,0.013,17.89,0.1
8,1,1,956,0.017,0.939,0,1210,0.017,17.89,0.103
8,1,3,2924,0.015,0.95,2,865,0.015,17.89,0.123
8,1,1,3060,0.016,0.902,2,2372,0.016,17.89,0.152
8,1,3,3164,0.012,0.969,0,1300,0.012,17.89,0.266
8,1,2,2055,0.019,0.914,1,444,0.019,17.89,0.041
8,1,3,2629,0.017,0.966,1,875,0.017,17.89,0.192
8,1,2,1305,0.016,0.926,2,1528,0.015,17.89,0.116
8,1,3,1122,0.013,0.905,1,772,0.013,17.89,0.045
8,1,2,4745,0.019,0.858,2,783,0.017,17.89,0.048
8,1,1,1680,0.014,0.934,2,1286,0.013,17.89,0.094
8,1,2,1406,0.011,0.922,1,2326,0.011,17.89,0.098
8,1,1,3909,0.011,0.917,1,1442,0.011,17.89,0.093
8,1,2,3978,0.013,0.92,1,2381,0.012,17.89,0.135
8,1,2,4048,0.017,0.958,0,2329,0.017,17.89,0.179
8,1,2,904,0.017,0.855,2,477,0.016,17.89,0.065
8,1,1,2666,0.015,0.896,0,140,0.014,17.89,0.034
8,1,1,3606,0.012,0.99,0,2330,0.012,17.89,0.966
8,1,1,1089,0.016,0.86,2,1651,0.015,17.89,0.057
8,1,1,1072,0.017,0.97,0,612,0.017,17.89,0.161
8,1,1,4019,0.014,0.888,1,1857,0.014,17.89,0.094
8,1,3,4696,0.011,0.932,1,2378,0.01,17.89,0.157
8,1,3,3543,0.019,0.968,1,1718,0.018,17.89,0.285
8,1,3,1919,0.013,0.86,0,2362,0.013,17.89,0.088
8,1,3,2202,0.018,0.903,0,324,0.018,17.89,0.035
8,1,3,1526,0.011,0.945,0,1245,0.011,17.89,0.139
8,1,3,3544,0.02,0.962,2,1562,0.02,17.89,0.21
8,1,1,2985,0.013,0.914,1,240,0.012,17.89,0.042
8,1,2,3996,0.015,0.986,2,2300,0.015,17.89,0.75
8,1,1,1563,0.019,0.854,2,911,0.018,17.89,0.043
8,1,2,3419,0.011,0.968,0,2188,0.011,17.89,0.289
8,1,2,1106,0.015,0.92,1,2285,0.014,17.89,0.111
8,1,2,3964,0.017,0.943,2,868,0.017,17.89,0.101
8,1,2,1534,0.015,0.949,2,264,0.015,17.89,0.053
8,1,2,3879,0.014,0.911,0,1016,0.013,17.89,0.075
8,1,3,1683,0.02,0.986,0,1462,0.02,17.89,0.467
8,1,1,2667,0.019,0.943,2,1067,0.019,17.89,0.085
8,1,3,1088,0.02,0.982,0,1288,0.02,17.89,0.263
8,1,2,855,0.018,0.981,1,1728,0.018,17.89,0.329
8,1,1,864,0.018,0.895,0,795,0.016,17.89,0.056
8,1,3,4458,0.013,0.869,2,1733,0.013,17.89,0.084
8,1,3,4753,0.01,0.941,0,1753,0.01,17.89,0.156
8,1,1,2729,0.016,0.851,1,2205,0.015,17.89,0.06
8,1,1,3771,0.019,0.864,1,2102,0.018,17.89,0.057
8,1,1,3062,0.017,0.962,0,2107,0.017,17.89,0.243
8,1,2,4248,0.016,0.861,0,2215,0.015,17.89,0.079
8,1,3,2366,0.013,0.882,0,1552,0.012,17.89,0.081
8,1,3,1371,0.014,0.94,0,515,0.014,17.89,0.065
8,1,3,3929,0.011,0.98,0,1463,0.011,17.89,0.373
8,1,1,1497,0.017,0.92,0,333,0.016,17.89,0.045
8,1,3,2568,0.017,0.97,1,522,0.017,17.89,0.137
8,1,3,1253,0.017,0.962,2,1432,0.017,17.89,0.267
8,1,3,1400,0.013,0.891,0,106,0.012,17.89,0.037
8,1,3,3093,0.012,0.938,2,208,0.012,17.89,0.052
8,1,1,4719,0.017,0.971,1,594,0.017,17.89,0.158
8,1,2,3968,0.016,0.855,0,2166,0.014,17.89,0.072
8,1,3,4242,0.019,0.931,2,2137,0.018,17.89,0.135
8,1,2,929,0.019,0.901,0,1548,0.018,17.89,0.057
8,1,3,1838,0.012,0.912,1,1739,0.012,17.89,0.143
8,1,3,2597,0.019,0.941,1,2084,0.018,17.89,0.218
8,1,2,4795,0.015,0.994,1,410,0.015,17.89,0.615
8,1,2,4175,0.02,0.954,0,1593,0.019,17.89,0.153
8,1,3,4000,0.018,0.873,0,2274,0.017,17.89,0.065
8,1,2,2332,0.015,0.934,2,1634,0.014,17.89,0.117
8,1,2,4954,0.014,0.951,0,405,0.014,17.89,0.069
8,1,2,3112,0.013,0.967,2,1600,0.013,17.89,0.221
8,1,1,4161,0.016,0.964,0,1548,0.015,17.89,0.159
8,1,1,2556,0.014,0.938,1,434,0.013,17.89,0.051
8,1,3,3459,0.017,0.856,1,963,0.016,17.89,0.06
8,1,3,4988,0.017,0.958,1,501,0.017,17.89,0.107
8,1,2,1787,0.011,0.959,0,1941,0.011,17.89,0.162
8,1,1,4905,0.015,0.954,0,2476,0.015,17.89,0.195
8,1,2,4298,0.015,0.979,0,1901,0.015,17.89,0.346
8,1,2,4820,0.02,0.971,0,1398,0.019,17.89,0.18
8,1,1,4475,0.012,0.906,2,1743,0.012,17.89,0.095
8,1,3,4471,0.011,0.94,2,748,0.011,17.89,0.09
8,1,1,3394,0.016,0.941,1,1348,0.016,17.89,0.099
8,1,2,2087,0.017,0.871,0,1483,0.017,17.89,0.053
8,1,2,3406,0.019,0.859,2,113,0.018,17.89,0.023
8,1,3,2359,0.019,0.952,2,2254,0.018,17.89,0.235
8,1,2,4491,0.013,0.905,1,335,0.013,17.89,0.036
8,1,1,1497,0.01,0.951,0,1106,0.01,17.89,0.085
8,1,2,4245,0.011,0.962,1,1902,0.011,17.89,0.204
8,1,2,1027,0.018,0.988,1,693,0.018,17.89,0.256
8,1,1,1216,0.019,0.995,0,234,0.019,17.89,0.439
8,1,1,4930,0.018,0.955,0,369,0.018,17.89,0.083
8,1,2,4182,0.015,0.896,0,2250,0.014,17.89,0.113
8,1,2,4923,0.019,0.956,0,1235,0.018,17.89,0.129
8,1,1,2309,0.018,0.898,1,1549,0.017,17.89,0.062
8,1,3,2115,0.01,0.911,1,988,0.01,17.89,0.061
8,1,2,4708,0.012,0.914,0,1261,0.011,17.89,0.074
8,1,3,2658,0.015,0.866,0,1013,0.015,17.89,0.044
8,1,2,2643,0.018,0.972,1,1814,0.018,17.89,0.237
8,1,3,4448,0.015,0.943,1,1579,0.015,17.89,0.151
8,1,1,2144,0.014,0.876,1,1368,0.013,17.89,0.053
8,1,1,4398,0.01,0.966,0,1478,0.01,17.89,0.171
8,1,2,4278,0.013,0.962,1,1105,0.013,17.89,0.12
8,1,1,2740,0.017,0.893,2,338,0.017,17.89,0.045
8,1,1,1103,0.013,0.947,1,807,0.013,17.89,0.096
8,1,3,3329,0.02,0.878,0,316,0.019,17.89,0.03
