nb_ville,type_modification_temperature,type_mutation,temperature_initiale,temperature_finale,alpha,amplitude,max_repetition,temperature_fin_exec,cout,temps_execution
30,1,1,1031,0.018,0.907,3,1170,0.017,52.55,0.125
30,1,1,1469,0.018,0.938,3,387,0.018,60.99,0.11
30,1,3,2228,0.018,0.99,7,1115,0.018,46.37,2.893
30,1,1,3661,0.013,0.993,5,1798,0.013,49.65,2.464
30,1,3,2167,0.017,0.895,5,634,0.017,51.19,0.154
30,1,1,1754,0.012,0.916,4,1009,0.012,50.03,0.117
30,1,2,4017,0.012,0.942,4,2030,0.012,48.49,0.398
30,1,3,3451,0.01,0.895,3,119,0.01,58.36,0.064
30,1,1,2863,0.01,0.93,6,748,0.009,54.36,0.142
30,1,1,3222,0.014,0.994,6,1338,0.014,46.37,2.184
30,1,2,1795,0.011,0.929,4,301,0.011,51.09,0.105
30,1,3,3887,0.01,0.961,5,1566,0.01,46.37,0.881
30,1,2,4029,0.017,0.967,4,874,0.017,49.67,0.306
30,1,3,4686,0.017,0.922,4,911,0.016,47.91,0.255
30,1,2,3680,0.018,0.952,4,788,0.018,48.59,0.192
30,1,2,3529,0.018,0.996,3,388,0.018,50.07,1.276
30,1,1,921,0.017,0.858,6,1349,0.015,56.97,0.099
30,1,3,3313,0.011,0.887,6,609,0.01,53.06,0.167
30,1,3,1440,0.014,0.912,3,540,0.013,51.09,0.124
30,1,3,1208,0.013,0.998,5,1554,0.013,46.37,16.191
30,1,1,2415,0.014,0.904,4,1277,0.013,55.59,0.156
30,1,3,3549,0.018,0.963,3,564,0.018,46.37,0.335
30,1,2,2919,0.017,0.967,5,278,0.017,51.59,0.213
30,1,1,4031,0.01,0.905,5,2469,0.009,51.71,0.276
30,1,1,928,0.011,0.968,7,423,0.011,49.45,0.186
30,1,1,4458,0.013,0.955,5,1714,0.013,51.21,0.375
30,1,1,2680,0.019,0.976,5,362,0.019,49.53,0.216
30,1,3,1486,0.016,0.876,4,2135,0.015,47.43,0.308
30,1,2,1842,0.019,0.853,5,607,0.017,51.02,0.058
30,1,2,4321,0.017,0.969,7,1410,0.017,48.52,0.541
30,1,3,2619,0.012,0.965,5,673,0.012,49.34,0.465
30,1,2,3323,0.019,0.93,3,1764,0.018,52.32,0.268
30,1,3,1629,0.011,0.979,5,1799,0.011,49.64,1.836
30,1,1,3642,0.012,0.939,7,1274,0.012,52.84,0.246
30,1,1,4255,0.01,0.928,6,2495,0.01,52.91,0.334
30,1,2,3992,0.01,0.874,7,294,0.01,58.76,0.058
30,1,2,1258,0.01,0.905,4,566,0.01,50.24,0.08
30,1,1,1405,0.016,0.878,5,714,0.015,51.38,0.074
30,1,1,3913,0.017,0.873,3,1696,0.017,52.81,0.115
30,1,2,903,0.02,0.968,5,1851,0.02,48.49,0.517
30,1,1,2307,0.02,0.937,6,1555,0.019,48.57,0.229
30,1,2,3622,0.013,0.927,5,1447,0.012,51.89,0.215
30,1,1,4110,0.015,0.995,6,1410,0.015,46.37,2.729
30,1,2,4437,0.019,0.92,7,1503,0.018,52.14,0.203
30,1,2,3474,0.017,0.997,6,677,0.017,47.43,2.739
30,1,2,3141,0.018,0.903,4,1933,0.017,50.48,0.202
30,1,1,1694,0.013,0.96,7,121,0.013,53.29,0.163
30,1,2,1538,0.018,0.869,6,863,0.018,50.8,0.098
30,1,3,1068,0.017,0.922,4,1081,0.016,48.08,0.328
30,1,1,1819,0.013,0.937,4,1562,0.012,55.59,0.226
30,1,3,4499,0.018,0.861,7,1493,0.016,52.89,0.34
30,1,1,1063,0.012,0.925,3,2019,0.011,50.84,0.238
30,1,2,3799,0.019,0.892,3,2187,0.019,51.27,0.197
30,1,1,1908,0.014,0.862,5,397,0.013,53.59,0.057
30,1,3,4079,0.018,0.993,4,1344,0.018,46.37,3.9
30,1,1,1893,0.017,0.955,6,1168,0.017,49.53,0.284
30,1,3,2480,0.018,0.976,6,2214,0.018,47.91,2.106
30,1,2,1910,0.012,0.933,5,324,0.012,52.55,0.149
30,1,3,3350,0.015,0.907,4,2093,0.014,48.97,0.459
30,1,3,3795,0.019,0.863,7,648,0.019,60.47,0.155
30,1,3,4902,0.011,0.903,4,974,0.01,48.93,0.22
30,1,1,3421,0.02,0.914,3,793,0.02,51.81,0.117
30,1,2,1091,0.019,0.97,7,1959,0.019,49.9,0.721
30,1,3,1470,0.011,0.991,5,696,0.011,46.37,1.792
30,1,2,3513,0.019,0.861,6,923,0.016,51.09,0.095
30,1,2,1799,0.016,0.852,4,905,0.015,56.83,0.097
30,1,3,1592,0.017,0.89,3,1863,0.016,49.9,0.302
30,1,3,1791,0.013,0.974,7,2066,0.013,47.91,1.977
30,1,2,2664,0.019,0.991,4,2148,0.019,47.91,2.323
30,1,2,3449,0.018,0.953,6,1865,0.018,49.89,0.388
30,1,2,2562,0.015,0.991,7,2287,0.015,48.66,2.705
30,1,1,1124,0.015,0.872,5,770,0.015,51.85,0.085
30,1,1,1573,0.012,0.912,7,1774,0.012,51.06,0.213
30,1,2,2564,0.016,0.878,7,896,0.014,51.79,0.085
30,1,3,4132,0.017,0.912,3,2370,0.016,48.9,0.444
30,1,3,3763,0.014,0.889,6,2264,0.013,47.43,0.473
30,1,2,2603,0.014,0.88,5,657,0.014,52.99,0.096
30,1,1,1019,0.016,0.867,3,2044,0.015,54.6,0.133
30,1,1,3511,0.017,0.92,3,1267,0.017,51.61,0.169
30,1,3,1752,0.012,0.89,7,1104,0.011,54.41,0.286
30,1,1,3439,0.013,0.914,7,406,0.013,60.18,0.076
30,1,1,895,0.015,0.98,4,1554,0.015,52.07,0.608
30,1,1,2940,0.018,0.998,5,248,0.018,51.67,1.957
30,1,2,3505,0.012,0.882,4,681,0.011,53.17,0.08
30,1,3,3814,0.017,0.932,7,2133,0.017,47.02,0.835
30,1,1,1302,0.012,0.858,6,214,0.011,60.22,0.056
30,1,1,2933,0.019,0.993,7,141,0.019,54.45,0.522
30,1,3,1488,0.02,0.935,5,2318,0.02,46.37,0.702
30,1,2,1981,0.016,0.906,4,131,0.016,52.77,0.045
30,1,3,3033,0.013,0.977,5,1332,0.013,49.9,1.303
30,1,3,868,0.016,0.972,5,498,0.016,48.28,0.414
30,1,1,1027,0.014,0.965,7,693,0.014,47.02,0.213
30,1,1,1312,0.011,0.98,6,1418,0.011,47.43,0.618
30,1,3,3151,0.019,0.978,3,1219,0.019,46.37,0.925
30,1,3,3015,0.02,0.997,4,213,0.02,46.37,2.002
30,1,3,3971,0.016,0.878,5,911,0.015,51.12,0.175
30,1,3,3483,0.019,0.879,4,174,0.019,59.93,0.076
30,1,2,2275,0.019,0.97,6,988,0.019,49.82,0.372
30,1,2,1275,0.016,0.942,6,856,0.016,53.19,0.165
30,1,1,907,0.015,0.995,5,216,0.015,53.32,0.62
30,1,2,4908,0.019,0.869,5,247,0.018,58.19,0.042
30,1,2,2813,0.018,0.911,4,901,0.017,52.67,0.166
30,1,3,1747,0.012,0.908,4,2084,0.011,46.37,0.45
30,1,1,2057,0.017,0.901,7,1177,0.016,55.57,0.141
30,1,1,1112,0.01,0.914,7,927,0.009,56.06,0.125
30,1,2,1953,0.01,0.854,3,2358,0.009,49.36,0.157
30,1,2,2729,0.016,0.978,3,2446,0.016,47.02,1.022
30,1,2,1667,0.018,0.919,3,2188,0.017,48.45,0.231
30,1,1,4597,0.017,0.969,4,1541,0.017,53.22,0.473
30,1,3,2135,0.012,0.99,7,372,0.012,48.49,1.064
30,1,2,3638,0.013,0.957,4,357,0.013,50.44,0.133
30,1,1,4400,0.014,0.947,5,1207,0.014,50.24,0.249
30,1,1,4630,0.02,0.936,7,490,0.02,49.76,0.105
30,1,1,976,0.019,0.87,6,2193,0.019,56.95,0.152
30,1,3,4683,0.02,0.85,5,1260,0.017,51.48,0.196
30,1,3,2402,0.015,0.918,5,2029,0.014,46.37,0.568
30,1,3,3132,0.015,0.972,5,2161,0.015,46.37,1.692
30,1,2,887,0.017,0.954,5,253,0.017,52.2,0.087
30,1,1,4589,0.014,0.953,6,186,0.014,57.53,0.069
30,1,2,1329,0.012,0.941,5,1367,0.012,48.26,0.25
30,1,2,3307,0.011,0.949,7,1223,0.011,51.17,0.29
30,1,1,2202,0.011,0.868,3,1951,0.01,51.45,0.154
30,1,3,3935,0.015,0.966,5,124,0.015,53.06,0.176
30,1,2,1428,0.012,0.977,7,734,0.012,48.78,0.396
30,1,1,1629,0.02,0.949,5,1848,0.019,50.64,0.298
30,1,2,845,0.013,0.979,5,769,0.013,48.5,0.409
30,1,1,2535,0.018,0.934,6,1806,0.018,49.76,0.263
30,1,1,3832,0.012,0.944,4,2147,0.012,46.37,0.368
30,1,1,1311,0.014,0.887,3,1266,0.013,51.38,0.096
30,1,1,1785,0.011,0.964,7,1873,0.011,50.0,0.467
30,1,2,1932,0.014,0.982,7,2465,0.014,47.36,1.385
30,1,2,4479,0.018,0.987,3,1411,0.018,47.2,1.121
30,1,3,4372,0.013,0.94,5,1879,0.013,46.37,0.717
30,1,3,1113,0.018,0.975,3,116,0.018,54.49,0.193
30,1,3,1890,0.011,0.916,5,1594,0.01,46.96,0.426
30,1,2,2070,0.011,0.946,3,1436,0.011,52.45,0.266
30,1,1,2725,0.019,0.98,5,379,0.019,51.21,0.304
30,1,3,2762,0.013,0.985,5,1170,0.013,46.37,1.72
30,1,2,4113,0.011,0.924,5,2015,0.01,48.26,0.294
30,1,3,2583,0.012,0.952,4,367,0.012,49.18,0.201
30,1,2,3124,0.016,0.936,3,2401,0.015,50.04,0.351
30,1,3,3070,0.013,0.894,7,2138,0.012,48.97,0.525
30,1,2,3271,0.017,0.945,4,1216,0.016,52.77,0.249
30,1,3,3286,0.014,0.988,7,2049,0.014,46.37,4.475
30,1,2,3510,0.016,0.864,5,1828,0.014,52.33,0.179
30,1,2,4760,0.019,0.986,4,1747,0.019,46.77,1.339
30,1,2,1125,0.019,0.854,6,2175,0.018,51.0,0.16
30,1,2,2956,0.017,0.974,3,197,0.017,50.19,0.146
30,1,1,1927,0.011,0.992,4,637,0.011,50.55,0.984
30,1,3,1235,0.017,0.946,3,1252,0.017,47.61,0.375
30,1,1,3536,0.018,0.903,7,243,0.017,67.47,0.053
30,1,2,4396,0.019,0.918,4,2085,0.018,48.48,0.251
30,1,2,1486,0.013,0.987,3,1109,0.013,47.43,0.86
30,1,2,4559,0.019,0.906,7,922,0.018,53.86,0.143
30,1,2,4560,0.017,0.89,6,111,0.016,64.25,0.08
30,1,2,1142,0.016,0.944,7,241,0.016,56.26,0.102
30,1,3,4507,0.015,0.936,5,1846,0.015,51.17,0.687
30,1,2,4680,0.02,0.932,4,2151,0.019,52.14,0.325
30,1,1,3043,0.016,0.923,7,2106,0.016,61.32,0.304
30,1,2,903,0.012,0.886,3,1526,0.012,51.93,0.12
30,1,1,1912,0.019,0.988,3,716,0.019,46.37,0.614
30,1,3,1450,0.012,0.981,4,903,0.012,46.37,0.961
30,1,3,2223,0.013,0.983,6,1792,0.013,46.37,2.504
30,1,3,2881,0.011,0.958,5,1612,0.011,46.37,0.857
30,1,2,986,0.019,0.94,4,656,0.018,51.92,0.118
30,1,1,4028,0.017,0.992,7,2464,0.017,49.29,3.16
30,1,3,1510,0.012,0.929,6,2276,0.012,47.02,0.714
30,1,3,3656,0.011,0.949,3,526,0.011,48.09,0.22
30,1,2,4338,0.014,0.861,5,437,0.013,50.89,0.054
30,1,2,2421,0.019,0.999,7,438,0.019,48.19,5.401
30,1,3,1574,0.011,0.945,7,1118,0.011,50.16,0.53
30,1,2,4711,0.02,0.888,5,1223,0.018,47.36,0.135
30,1,3,2396,0.017,0.885,7,922,0.015,49.09,0.216
30,1,3,1143,0.016,0.918,7,396,0.016,54.42,0.133
30,1,2,1627,0.014,0.892,5,1616,0.013,49.81,0.173
30,1,1,2929,0.013,0.918,3,1004,0.012,49.9,0.131
30,1,2,4721,0.016,0.91,6,2329,0.015,46.77,0.263
30,1,1,3088,0.019,0.939,7,813,0.019,51.63,0.161
30,1,1,1813,0.011,0.898,6,436,0.011,53.36,0.076
30,1,2,2676,0.016,0.881,5,1874,0.016,46.37,0.166
30,1,3,4139,0.012,0.962,3,519,0.012,48.66,0.297
30,1,3,3413,0.018,0.882,6,379,0.018,55.83,0.106
30,1,3,954,0.018,0.999,4,1474,0.018,46.37,25.369
30,1,3,1867,0.017,0.961,7,2040,0.017,46.37,1.256
30,1,3,2968,0.011,0.863,3,183,0.011,50.54,0.049
30,1,1,1594,0.018,0.957,6,1962,0.017,48.26,0.383
30,1,1,4142,0.015,0.961,6,644,0.015,56.6,0.194
30,1,2,4360,0.017,0.909,6,174,0.016,59.09,0.071
30,1,2,3647,0.019,0.924,7,1056,0.019,48.66,0.18
30,1,3,4380,0.019,0.981,7,1521,0.019,46.37,2.113
30,1,2,3855,0.018,0.957,5,2287,0.017,46.37,0.508
30,1,3,1918,0.012,0.967,3,836,0.012,49.09,0.443
30,1,3,3145,0.015,0.916,7,623,0.015,51.12,0.222
30,1,1,2469,0.016,0.851,4,1338,0.014,56.89,0.082
30,1,2,2094,0.019,0.997,5,1192,0.019,47.61,3.629
30,1,2,3636,0.013,0.892,5,2220,0.013,50.97,0.248
30,1,3,3836,0.017,0.957,7,1278,0.017,46.77,0.787
30,1,1,1261,0.012,0.923,5,179,0.011,55.61,0.079
30,1,1,2432,0.016,0.919,6,2359,0.015,48.49,0.278
30,1,1,3565,0.015,0.927,3,1168,0.014,51.11,0.158
30,1,2,3542,0.014,0.977,6,1652,0.014,48.08,0.739
30,1,2,4397,0.012,0.956,3,1047,0.012,47.42,0.281
30,1,1,3718,0.018,0.949,3,1529,0.018,52.66,0.277
30,1,2,4080,0.01,0.996,4,791,0.01,48.08,2.685
30,1,3,971,0.011,0.959,7,2382,0.011,48.74,1.484
30,1,3,4162,0.013,0.889,6,916,0.013,55.05,0.234
30,1,3,3380,0.012,0.977,6,1689,0.012,48.08,1.801
30,1,1,1930,0.014,0.944,3,1831,0.013,50.0,0.256
30,1,3,863,0.01,0.972,6,366,0.01,50.32,0.334
30,1,1,4076,0.017,0.999,3,1617,0.017,46.37,12.778
30,1,2,2723,0.02,0.975,4,322,0.02,52.18,0.199
30,1,3,3881,0.013,0.896,4,1741,0.013,48.28,0.329
30,1,3,3103,0.015,0.872,5,964,0.014,49.4,0.166
30,1,3,3835,0.011,0.863,6,1835,0.01,48.57,0.321
30,1,2,2199,0.017,0.993,4,2204,0.017,47.91,2.664
30,1,3,4917,0.016,0.86,4,1632,0.015,47.61,0.218
30,1,3,4628,0.016,0.956,3,143,0.016,52.67,0.124
30,1,3,1475,0.014,0.938,3,1101,0.014,46.37,0.286
30,1,2,4750,0.014,0.949,3,2066,0.013,49.83,0.384
30,1,1,2431,0.017,0.904,3,2494,0.016,48.14,0.226
30,1,3,1769,0.01,0.933,5,475,0.009,48.09,0.18
30,1,3,3693,0.017,0.883,7,1245,0.017,47.36,0.269
30,1,1,929,0.013,0.919,4,1146,0.012,50.08,0.151
30,1,1,2198,0.018,0.91,6,1293,0.017,52.66,0.127
30,1,2,3270,0.012,0.929,4,2329,0.012,50.59,0.3
30,1,2,3703,0.012,0.97,7,2330,0.012,50.72,0.838
30,1,1,1179,0.014,0.858,3,1391,0.012,58.16,0.093
30,1,1,4791,0.019,0.873,5,1399,0.018,55.71,0.126
30,1,3,2421,0.011,0.931,3,1265,0.01,46.37,0.335
30,1,1,2959,0.017,0.979,7,727,0.017,55.01,0.377
30,1,2,4074,0.014,0.966,3,554,0.014,47.76,0.214
30,1,2,3836,0.013,0.968,3,259,0.013,53.97,0.151
30,1,3,4245,0.012,0.908,5,294,0.011,51.52,0.102
30,1,1,2677,0.012,0.963,4,1099,0.012,54.21,0.281
30,1,2,1562,0.019,0.904,7,977,0.017,52.83,0.111
30,1,3,4698,0.011,0.869,3,2079,0.01,47.42,0.283
30,1,2,1788,0.011,0.889,7,1100,0.011,50.2,0.106
30,1,2,1232,0.013,0.969,5,1689,0.013,53.28,0.479
30,1,1,1362,0.019,0.978,6,2303,0.019,46.37,0.819
30,1,3,2346,0.018,0.889,6,1092,0.016,48.41,0.251
30,1,2,1577,0.016,0.951,5,1948,0.016,48.84,0.357
30,1,2,4776,0.017,0.946,3,379,0.016,49.64,0.112
30,1,2,3688,0.013,0.852,3,475,0.012,50.67,0.061
30,1,2,1767,0.016,0.954,6,2282,0.016,49.43,0.441
30,1,3,2374,0.017,0.88,4,2417,0.016,46.37,0.368
30,1,2,1593,0.011,0.861,7,351,0.01,51.53,0.048
30,1,1,2804,0.011,0.931,4,308,0.01,47.67,0.075
30,1,1,4241,0.011,0.967,3,386,0.011,50.08,0.2
30,1,1,2635,0.019,0.986,5,599,0.019,55.71,0.46
30,1,2,2757,0.014,0.97,7,2059,0.014,50.98,0.7
30,1,3,2932,0.016,0.97,5,1039,0.016,46.37,0.735
30,1,1,1554,0.012,0.934,7,811,0.012,56.43,0.203
30,1,2,3972,0.014,0.92,6,2365,0.014,48.48,0.317
30,1,1,3347,0.011,0.929,7,705,0.011,56.26,0.125
30,1,3,820,0.015,0.942,6,1362,0.015,47.93,0.496
30,1,1,4117,0.01,0.882,3,619,0.01,55.48,0.077
30,1,2,1897,0.011,0.86,6,2040,0.011,47.02,0.167
30,1,3,1050,0.017,0.945,5,1758,0.017,46.37,0.614
30,1,1,1350,0.018,0.923,7,332,0.017,56.36,0.065
30,1,2,4395,0.012,0.99,4,1667,0.012,47.93,1.671
30,1,1,1901,0.013,0.871,7,1393,0.011,56.24,0.109
30,1,3,2712,0.012,0.891,5,2271,0.012,46.37,0.434
30,1,1,1598,0.016,0.924,4,714,0.016,51.74,0.112
30,1,1,1223,0.015,0.865,6,940,0.015,58.66,0.077
30,1,2,1184,0.013,0.894,4,1369,0.013,49.13,0.133
30,1,3,3766,0.013,0.9,6,1752,0.012,47.43,0.422
30,1,1,3185,0.018,0.923,3,133,0.018,55.67,0.065
30,1,2,2743,0.017,0.997,5,306,0.017,49.49,1.535
30,1,3,1080,0.011,0.886,5,1820,0.011,47.91,0.313
30,1,1,4519,0.011,0.952,3,816,0.011,48.78,0.197
30,1,3,3131,0.019,0.997,6,2291,0.019,46.37,16.9
30,1,1,3814,0.011,0.901,6,410,0.01,57.83,0.066
30,1,1,4661,0.012,0.931,6,382,0.011,52.11,0.111
30,1,2,1086,0.018,0.885,5,503,0.016,51.06,0.066
30,1,2,4963,0.013,0.904,3,1825,0.012,52.63,0.201
30,1,2,3412,0.016,0.857,6,1403,0.015,50.08,0.102
30,1,2,4455,0.011,0.969,5,2260,0.011,48.25,0.694
30,1,3,3239,0.017,0.909,7,2282,0.016,47.85,0.674
30,1,1,4851,0.013,0.851,3,847,0.012,54.05,0.092
30,1,3,1023,0.016,0.851,4,2146,0.015,47.91,0.269
30,1,1,4090,0.016,0.942,5,2123,0.015,48.01,0.341
30,1,1,3146,0.016,0.964,4,1106,0.016,54.47,0.284
30,1,1,3315,0.011,0.931,7,671,0.011,54.51,0.14
30,1,2,2030,0.015,0.944,3,210,0.014,49.49,0.09
30,1,1,2899,0.014,0.917,4,280,0.013,55.66,0.071
30,1,2,2361,0.018,0.918,7,930,0.018,51.83,0.148
30,1,2,3434,0.012,0.997,6,1734,0.012,46.37,6.578
30,1,2,4424,0.019,0.985,5,2383,0.019,47.61,1.717
30,1,2,1072,0.013,0.987,5,281,0.013,50.75,0.368
30,1,1,2047,0.015,0.987,6,579,0.015,51.59,0.484
30,1,2,1663,0.012,0.866,5,581,0.011,51.33,0.059
30,1,1,1761,0.013,0.908,6,2064,0.012,51.2,0.193
30,1,1,3821,0.014,0.9,6,1670,0.014,49.32,0.178
30,1,2,926,0.013,0.96,5,2000,0.013,48.32,0.43
30,1,1,4250,0.017,0.872,7,993,0.016,51.2,0.088
30,1,1,3551,0.013,0.994,3,494,0.013,52.78,0.946
30,1,2,4582,0.014,0.852,5,2070,0.012,52.48,0.146
30,1,3,4507,0.018,0.875,5,1919,0.016,47.78,0.338
30,1,3,2302,0.016,0.992,5,2286,0.016,46.37,5.715
30,1,1,4483,0.012,0.984,5,1501,0.012,47.43,0.884
30,1,1,1402,0.016,0.97,7,1297,0.016,51.97,0.401
30,1,1,1818,0.012,0.905,3,1494,0.011,48.44,0.155
30,1,3,4592,0.011,0.99,7,687,0.011,47.02,1.897
30,1,3,1331,0.015,0.86,7,127,0.014,60.73,0.043
30,1,1,1638,0.015,0.916,5,1732,0.014,46.37,0.154
30,1,2,2392,0.019,0.911,4,997,0.019,54.04,0.118
30,1,2,4705,0.02,0.987,4,531,0.02,47.61,0.481
30,1,3,1054,0.019,0.993,5,1486,0.019,46.37,3.911
30,1,1,3786,0.02,0.999,3,797,0.02,46.37,7.524
30,1,3,4618,0.012,0.856,7,1273,0.011,50.59,0.253
30,1,3,3506,0.013,0.972,6,1021,0.013,48.49,0.878
30,1,1,2753,0.01,0.975,3,1132,0.01,50.08,0.445
30,1,2,3539,0.015,0.885,5,2274,0.014,50.67,0.19
30,1,2,4438,0.015,0.87,4,2329,0.014,46.77,0.198
30,1,1,1503,0.011,0.851,5,1425,0.01,53.25,0.086
30,1,3,1419,0.013,0.852,4,1972,0.012,47.79,0.234
30,1,2,3378,0.016,0.941,7,1723,0.016,52.43,0.322
30,1,3,914,0.014,0.954,6,1387,0.014,46.37,0.666
30,1,2,3092,0.02,0.957,7,355,0.02,51.93,0.183
30,1,2,1931,0.01,0.906,7,977,0.009,53.91,0.129
30,1,3,2279,0.016,0.932,7,1503,0.015,49.55,0.561
30,1,3,1626,0.014,0.93,3,1202,0.014,46.37,0.293
30,1,3,2891,0.013,0.964,7,1232,0.013,47.2,0.885
30,1,3,2244,0.017,0.935,6,471,0.016,54.1,0.185
30,1,1,1974,0.015,0.886,4,601,0.014,59.0,0.075
30,1,2,1845,0.02,0.919,7,2440,0.019,51.26,0.289
30,1,2,1131,0.011,0.996,3,1147,0.011,48.45,2.435
30,1,1,4299,0.015,0.998,7,540,0.015,46.37,2.996
30,1,1,3692,0.015,0.869,6,1390,0.014,50.49,0.142
30,1,2,3766,0.016,0.911,6,361,0.016,54.03,0.089
30,1,3,2634,0.013,0.918,3,2036,0.013,46.37,0.405
30,1,3,4404,0.019,0.97,3,2483,0.019,46.37,1.397
30,1,2,1393,0.015,0.982,4,463,0.015,49.07,0.341
30,1,3,4070,0.015,0.93,7,192,0.014,51.49,0.115
30,1,1,3266,0.015,0.99,5,1905,0.015,48.19,1.747
30,1,1,3276,0.018,0.954,6,136,0.017,56.09,0.084
30,1,2,3390,0.019,0.857,3,1008,0.017,49.38,0.077
30,1,2,3402,0.019,0.856,4,620,0.018,51.24,0.056
30,1,3,3229,0.018,0.851,5,440,0.018,55.21,0.092
30,1,3,4621,0.02,0.859,5,519,0.018,54.47,0.102
30,1,3,2564,0.013,0.916,6,1187,0.013,50.12,0.357
30,1,3,1386,0.013,0.894,5,1486,0.012,46.37,0.275
30,1,3,1389,0.014,0.882,3,478,0.013,47.43,0.08
30,1,3,3374,0.018,0.917,3,820,0.017,47.79,0.189
30,1,2,2945,0.019,0.86,7,1699,0.017,50.95,0.126
30,1,2,2588,0.014,0.895,5,2030,0.013,48.73,0.189
30,1,1,3290,0.014,0.867,7,766,0.013,55.16,0.08
30,1,1,4710,0.013,0.968,3,1638,0.013,50.66,0.46
30,1,2,2972,0.013,0.947,3,2385,0.013,48.77,0.376
30,1,3,4284,0.014,0.935,4,1322,0.014,49.49,0.379
30,1,1,3728,0.018,0.876,4,1857,0.017,52.37,0.139
30,1,3,2528,0.011,0.944,3,1429,0.011,46.37,0.424
30,1,2,1671,0.017,0.916,3,147,0.016,51.21,0.056
30,1,2,3847,0.019,0.988,7,799,0.019,48.55,0.744
30,1,3,4202,0.02,0.947,4,863,0.019,46.37,0.35
30,1,2,3054,0.011,0.9,3,2072,0.011,47.43,0.197
30,1,3,887,0.019,0.969,3,1639,0.019,49.09,0.781
30,1,1,2905,0.016,0.937,3,1516,0.015,52.8,0.231
30,1,3,1408,0.015,0.879,4,182,0.015,56.18,0.053
30,1,3,3298,0.016,0.941,4,312,0.015,50.69,0.144
30,1,3,3406,0.019,0.921,4,1865,0.019,46.37,0.467
30,1,1,1125,0.019,0.863,3,1875,0.018,49.07,0.13
30,1,2,2150,0.011,0.928,3,1624,0.01,48.28,0.208
30,1,3,956,0.015,0.948,3,2269,0.014,46.37,0.66
30,1,3,3811,0.018,0.912,3,1172,0.017,47.91,0.244
30,1,1,1982,0.01,0.892,7,291,0.01,55.68,0.051
30,1,1,1364,0.015,0.867,5,1176,0.013,54.84,0.087
30,1,3,3722,0.01,0.994,7,1977,0.01,46.37,8.559
30,1,3,4067,0.017,0.973,4,1631,0.017,46.37,1.202
30,1,2,1909,0.017,0.851,4,341,0.015,54.51,0.059
30,1,3,3821,0.013,0.972,3,2362,0.013,46.37,1.443
30,1,1,1188,0.013,0.978,6,616,0.013,47.67,0.277
30,1,2,3977,0.013,0.977,5,1820,0.013,49.67,0.814
30,1,3,1293,0.017,0.92,6,2250,0.017,46.37,0.596
30,1,1,3970,0.019,0.933,6,1249,0.019,51.69,0.185
30,1,2,4401,0.01,0.93,7,778,0.009,50.37,0.135
30,1,3,2698,0.015,0.863,4,985,0.013,50.59,0.145
30,1,3,2736,0.016,0.967,6,681,0.016,49.18,0.513
30,1,1,2216,0.012,0.871,6,994,0.012,51.79,0.094
30,1,1,2403,0.015,0.974,7,891,0.015,51.53,0.395
30,1,1,1964,0.012,0.979,7,1539,0.012,50.62,0.624
30,1,1,4843,0.02,0.954,4,1231,0.019,52.69,0.267
30,1,2,4373,0.016,0.94,6,1968,0.015,51.44,0.34
30,1,1,4538,0.01,0.931,4,2121,0.009,54.08,0.267
30,1,2,3494,0.02,0.949,5,489,0.02,54.48,0.145
30,1,3,1133,0.014,0.967,3,1056,0.014,47.91,0.497
30,1,1,1462,0.014,0.945,6,1047,0.013,54.45,0.195
30,1,2,1087,0.018,0.913,5,1492,0.018,50.26,0.155
30,1,1,4122,0.012,0.987,4,2451,0.012,49.09,1.616
30,1,1,3403,0.013,0.894,4,247,0.012,58.08,0.059
30,1,1,2211,0.017,0.86,6,2364,0.015,55.25,0.152
30,1,1,2140,0.017,0.948,4,1070,0.017,53.71,0.207
30,1,1,1091,0.011,0.861,5,2228,0.011,54.21,0.144
30,1,1,1092,0.016,0.885,7,1219,0.014,59.16,0.105
30,1,2,3458,0.018,0.871,4,1739,0.016,49.83,0.18
30,1,2,3991,0.016,0.899,6,353,0.016,56.97,0.065
30,1,2,1496,0.013,0.932,7,1184,0.013,51.1,0.205
30,1,3,1934,0.011,0.957,4,563,0.011,48.48,0.284
30,1,1,3960,0.016,0.951,7,327,0.015,51.58,0.118
30,1,3,3932,0.019,0.948,5,1151,0.018,46.37,0.481
30,1,1,3021,0.012,0.988,3,1647,0.012,50.53,1.269
30,1,1,4931,0.012,0.965,5,1811,0.012,52.04,0.496
30,1,1,4470,0.011,0.956,5,1132,0.011,50.75,0.262
30,1,3,4381,0.017,0.888,7,1491,0.017,48.32,0.346
30,1,3,4780,0.019,0.919,3,340,0.018,51.37,0.091
30,1,3,2069,0.013,0.866,3,1756,0.012,46.37,0.219
30,1,2,1752,0.016,0.869,4,1699,0.015,51.2,0.139
30,1,1,2224,0.017,0.934,6,1648,0.016,55.85,0.226
30,1,3,3117,0.018,0.969,3,849,0.017,46.37,0.46
30,1,1,3225,0.015,0.856,7,1655,0.015,53.25,0.115
30,1,2,2641,0.018,0.904,6,847,0.018,50.78,0.103
30,1,3,2803,0.014,0.869,7,247,0.014,60.4,0.07
30,1,3,2121,0.011,0.941,4,1308,0.01,50.12,0.413
30,1,3,3255,0.014,0.889,6,2290,0.012,47.2,0.833
30,1,2,1711,0.013,0.917,6,1728,0.012,49.24,0.233
