nbVille,tInit,tFin,alpha,amplitude,MaxRepetitions,Cout
30,3695,0.017950893986678422,0.8260853919576757,5,779,52.771213
30,1744,0.012736021502600767,0.8777821559667212,6,2270,52.771213
30,1583,0.011022117838141209,0.974462702562665,3,2050,52.771213
nbVille,tInit,tFin,alpha,amplitude,MaxRepetitions,Cout
30,1625,0.013010149836401011,0.8081547261398819,5,317,52.771213
30,1222,0.01254343504710946,0.8553685351839064,5,2256,52.771213
30,3734,0.01803268979665231,0.8786812858088271,4,1984,52.771213
